player,session,session_date,score,flag
Player 2,Strength Building,2022-06-30,5,Carried Over
Player 2,Strength Building,2022-07-01,5,Actual
Player 2,Strength Building,2022-07-04,5,Carried Over
Player 2,Strength Building,2022-07-05,6,Actual
Player 2,Strength Building,2022-07-06,6,Carried Over
Player 2,Strength Building,2022-07-07,9,Actual
Player 2,Strength Building,2022-07-08,6,Actual
Player 2,Strength Building,2022-07-11,6,Carried Over
Player 2,Strength Building,2022-07-12,10,Actual
Player 2,Strength Building,2022-07-13,10,Carried Over
Player 2,Strength Building,2022-07-14,7,Actual
Player 2,Strength Building,2022-07-15,8,Actual
Player 2,Strength Building,2022-07-18,8,Carried Over
Player 2,Strength Building,2022-07-19,4,Actual
Player 2,Strength Building,2022-07-20,4,Actual
Player 2,Strength Building,2022-07-21,9,Actual
Player 2,Strength Building,2022-07-22,4,Actual
Player 2,Strength Building,2022-07-25,3,Actual
Player 2,Strength Building,2022-07-26,3,Carried Over
Player 2,Strength Building,2022-07-27,10,Actual
Player 2,Strength Building,2022-07-28,5,Actual
Player 2,Strength Building,2022-07-29,7,Actual
Player 3,Agility,2022-01-03,10,Actual
Player 3,Agility,2022-01-04,10,Carried Over
Player 3,Agility,2022-01-05,6,Actual
Player 3,Agility,2022-01-06,6,Carried Over
Player 3,Agility,2022-01-07,7,Actual
Player 3,Agility,2022-01-10,6,Actual
Player 3,Agility,2022-01-11,6,Carried Over
Player 3,Agility,2022-01-12,4,Actual
Player 3,Agility,2022-01-13,4,Carried Over
Player 3,Agility,2022-01-14,4,Actual
Player 3,Agility,2022-01-17,9,Actual
Player 3,Agility,2022-01-18,10,Actual
Player 3,Agility,2022-01-19,10,Carried Over
Player 3,Agility,2022-01-20,10,Carried Over
Player 3,Agility,2022-01-21,3,Actual
Player 3,Agility,2022-01-24,3,Carried Over
Player 3,Agility,2022-01-25,9,Actual
Player 3,Agility,2022-01-26,3,Actual
Player 3,Agility,2022-01-27,3,Actual
Player 3,Agility,2022-01-28,3,Carried Over
Player 3,Agility,2022-01-31,7,Actual
Player 3,Agility,2022-02-01,9,Actual
Player 3,Agility,2022-02-02,9,Carried Over
Player 3,Agility,2022-02-03,9,Actual
Player 3,Agility,2022-02-04,3,Actual
Player 3,Agility,2022-02-07,9,Actual
Player 3,Agility,2022-02-08,9,Carried Over
Player 3,Agility,2022-02-09,4,Actual
Player 3,Agility,2022-02-10,4,Carried Over
Player 3,Agility,2022-02-11,3,Actual
Player 3,Agility,2022-02-14,3,Carried Over
Player 3,Agility,2022-02-15,3,Actual
Player 3,Agility,2022-02-16,6,Actual
Player 3,Agility,2022-02-17,6,Actual
Player 3,Agility,2022-02-18,8,Actual
Player 3,Agility,2022-02-21,7,Actual
Player 3,Agility,2022-02-22,6,Actual
Player 3,Agility,2022-02-23,6,Carried Over
Player 3,Agility,2022-02-24,6,Carried Over
Player 3,Agility,2022-02-25,6,Carried Over
Player 3,Agility,2022-02-28,5,Actual
Player 3,Agility,2022-03-01,3,Actual
Player 3,Agility,2022-03-02,4,Actual
Player 3,Agility,2022-03-03,5,Actual
Player 3,Agility,2022-03-04,7,Actual
Player 3,Agility,2022-03-07,6,Actual
Player 3,Agility,2022-03-08,7,Actual
Player 3,Agility,2022-03-09,7,Carried Over
Player 3,Agility,2022-03-10,7,Carried Over
Player 3,Agility,2022-03-11,9,Actual
Player 3,Agility,2022-03-14,9,Actual
Player 3,Agility,2022-03-15,9,Actual
Player 3,Agility,2022-03-16,9,Carried Over
Player 3,Agility,2022-03-17,9,Actual
Player 3,Agility,2022-03-18,9,Carried Over
Player 3,Agility,2022-03-21,9,Carried Over
Player 3,Agility,2022-03-22,5,Actual
Player 3,Agility,2022-03-23,5,Carried Over
Player 3,Agility,2022-03-24,9,Actual
Player 3,Agility,2022-03-25,7,Actual
Player 3,Agility,2022-03-28,7,Carried Over
Player 3,Agility,2022-03-29,8,Actual
Player 3,Agility,2022-03-30,8,Actual
Player 3,Agility,2022-03-31,6,Actual
Player 3,Agility,2022-04-01,6,Actual
Player 3,Agility,2022-04-04,5,Actual
Player 3,Agility,2022-04-05,5,Carried Over
Player 3,Agility,2022-04-06,8,Actual
Player 3,Agility,2022-04-07,8,Carried Over
Player 3,Agility,2022-04-08,8,Carried Over
Player 3,Agility,2022-04-11,8,Carried Over
Player 3,Agility,2022-04-12,8,Actual
Player 3,Agility,2022-04-13,8,Carried Over
Player 3,Agility,2022-04-14,4,Actual
Player 3,Agility,2022-04-15,5,Actual
Player 3,Agility,2022-04-18,5,Carried Over
Player 3,Agility,2022-04-19,8,Actual
Player 3,Agility,2022-04-20,8,Carried Over
Player 3,Agility,2022-04-21,3,Actual
Player 3,Agility,2022-04-22,8,Actual
Player 3,Agility,2022-04-25,5,Actual
Player 3,Agility,2022-04-26,5,Actual
Player 3,Agility,2022-04-27,7,Actual
Player 3,Agility,2022-04-28,9,Actual
Player 3,Agility,2022-04-29,7,Actual
Player 3,Agility,2022-05-02,7,Carried Over
Player 3,Agility,2022-05-03,10,Actual
Player 3,Agility,2022-05-04,4,Actual
Player 3,Agility,2022-05-05,8,Actual
Player 3,Agility,2022-05-06,5,Actual
Player 3,Agility,2022-05-09,4,Actual
Player 3,Agility,2022-05-10,4,Carried Over
Player 3,Agility,2022-05-11,4,Carried Over
Player 3,Agility,2022-05-12,9,Actual
Player 3,Agility,2022-05-13,8,Actual
Player 3,Agility,2022-05-16,9,Actual
Player 3,Agility,2022-05-17,8,Actual
Player 3,Agility,2022-05-18,10,Actual
Player 3,Agility,2022-05-19,5,Actual
Player 3,Agility,2022-05-20,4,Actual
Player 3,Agility,2022-05-23,5,Actual
Player 3,Agility,2022-05-24,5,Carried Over
Player 3,Agility,2022-05-25,5,Carried Over
Player 3,Agility,2022-05-26,3,Actual
Player 3,Agility,2022-05-27,3,Carried Over
Player 3,Agility,2022-05-30,3,Carried Over
Player 3,Agility,2022-05-31,3,Carried Over
Player 3,Agility,2022-06-01,7,Actual
Player 3,Agility,2022-06-02,3,Actual
Player 3,Agility,2022-06-03,3,Carried Over
Player 3,Agility,2022-06-06,3,Carried Over
Player 3,Agility,2022-06-07,7,Actual
Player 3,Agility,2022-06-08,7,Carried Over
Player 3,Agility,2022-06-09,7,Carried Over
Player 3,Agility,2022-06-10,7,Carried Over
Player 3,Agility,2022-06-13,7,Carried Over
Player 3,Agility,2022-06-14,10,Actual
Player 3,Agility,2022-06-15,9,Actual
Player 3,Agility,2022-06-16,10,Actual
Player 3,Agility,2022-06-17,3,Actual
Player 3,Agility,2022-06-20,9,Actual
Player 3,Agility,2022-06-21,9,Carried Over
Player 3,Agility,2022-06-22,9,Carried Over
Player 3,Agility,2022-06-23,5,Actual
Player 3,Agility,2022-06-24,8,Actual
Player 3,Agility,2022-06-27,8,Carried Over
Player 3,Agility,2022-06-28,8,Carried Over
Player 3,Agility,2022-06-29,4,Actual
Player 3,Agility,2022-06-30,6,Actual
Player 3,Agility,2022-07-01,3,Actual
Player 3,Agility,2022-07-04,3,Carried Over
Player 3,Agility,2022-07-05,7,Actual
Player 3,Agility,2022-07-06,7,Carried Over
Player 3,Agility,2022-07-07,6,Actual
Player 3,Agility,2022-07-08,7,Actual
Player 3,Agility,2022-07-11,6,Actual
Player 3,Agility,2022-07-12,6,Carried Over
Player 3,Agility,2022-07-13,9,Actual
Player 3,Agility,2022-07-14,5,Actual
Player 3,Agility,2022-07-15,9,Actual
Player 3,Agility,2022-07-18,7,Actual
Player 3,Agility,2022-07-19,8,Actual
Player 3,Agility,2022-07-20,10,Actual
Player 3,Agility,2022-07-21,10,Carried Over
Player 3,Agility,2022-07-22,7,Actual
Player 3,Agility,2022-07-25,7,Carried Over
Player 3,Agility,2022-07-26,8,Actual
Player 3,Agility,2022-07-27,8,Carried Over
Player 3,Agility,2022-07-28,9,Actual
Player 3,Agility,2022-07-29,9,Carried Over
Player 3,Cardio,2022-01-03,10,Actual
Player 3,Cardio,2022-01-04,10,Carried Over
Player 3,Cardio,2022-01-05,5,Actual
Player 3,Cardio,2022-01-06,3,Actual
Player 3,Cardio,2022-01-07,9,Actual
Player 3,Cardio,2022-01-10,9,Carried Over
Player 3,Cardio,2022-01-11,5,Actual
Player 3,Cardio,2022-01-12,5,Carried Over
Player 3,Cardio,2022-01-13,4,Actual
Player 3,Cardio,2022-01-14,4,Carried Over
Player 3,Cardio,2022-01-17,5,Actual
Player 3,Cardio,2022-01-18,4,Actual
Player 3,Cardio,2022-01-19,4,Carried Over
Player 3,Cardio,2022-01-20,8,Actual
Player 3,Cardio,2022-01-21,8,Actual
Player 3,Cardio,2022-01-24,9,Actual
Player 3,Cardio,2022-01-25,9,Carried Over
Player 3,Cardio,2022-01-26,9,Carried Over
Player 3,Cardio,2022-01-27,9,Carried Over
Player 3,Cardio,2022-01-28,3,Actual
Player 3,Cardio,2022-01-31,5,Actual
Player 3,Cardio,2022-02-01,5,Carried Over
Player 3,Cardio,2022-02-02,5,Carried Over
Player 3,Cardio,2022-02-03,10,Actual
Player 3,Cardio,2022-02-04,7,Actual
Player 3,Cardio,2022-02-07,7,Carried Over
Player 3,Cardio,2022-02-08,7,Carried Over
Player 3,Cardio,2022-02-09,7,Carried Over
Player 3,Cardio,2022-02-10,4,Actual
Player 3,Cardio,2022-02-11,6,Actual
Player 3,Cardio,2022-02-14,7,Actual
Player 3,Cardio,2022-02-15,7,Carried Over
Player 3,Cardio,2022-02-16,4,Actual
Player 3,Cardio,2022-02-17,3,Actual
Player 3,Cardio,2022-02-18,5,Actual
Player 3,Cardio,2022-02-21,5,Carried Over
Player 3,Cardio,2022-02-22,5,Carried Over
Player 3,Cardio,2022-02-23,3,Actual
Player 3,Cardio,2022-02-24,5,Actual
Player 3,Cardio,2022-02-25,5,Carried Over
Player 3,Cardio,2022-02-28,6,Actual
Player 3,Cardio,2022-03-01,8,Actual
Player 3,Cardio,2022-03-02,10,Actual
Player 3,Cardio,2022-03-03,9,Actual
Player 3,Cardio,2022-03-04,9,Carried Over
Player 3,Cardio,2022-03-07,6,Actual
Player 3,Cardio,2022-03-08,6,Carried Over
Player 3,Cardio,2022-03-09,6,Carried Over
Player 3,Cardio,2022-03-10,6,Actual
Player 3,Cardio,2022-03-11,7,Actual
Player 3,Cardio,2022-03-14,7,Carried Over
Player 3,Cardio,2022-03-15,9,Actual
Player 3,Cardio,2022-03-16,5,Actual
Player 3,Cardio,2022-03-17,5,Carried Over
Player 3,Cardio,2022-03-18,5,Actual
Player 3,Cardio,2022-03-21,6,Actual
Player 3,Cardio,2022-03-22,6,Carried Over
Player 3,Cardio,2022-03-23,10,Actual
Player 3,Cardio,2022-03-24,9,Actual
Player 3,Cardio,2022-03-25,7,Actual
Player 3,Cardio,2022-03-28,3,Actual
Player 3,Cardio,2022-03-29,9,Actual
Player 3,Cardio,2022-03-30,9,Actual
Player 3,Cardio,2022-03-31,4,Actual
Player 3,Cardio,2022-04-01,4,Actual
Player 3,Cardio,2022-04-04,4,Carried Over
Player 3,Cardio,2022-04-05,4,Carried Over
Player 3,Cardio,2022-04-06,10,Actual
Player 3,Cardio,2022-04-07,8,Actual
Player 3,Cardio,2022-04-08,3,Actual
Player 3,Cardio,2022-04-11,3,Carried Over
Player 3,Cardio,2022-04-12,3,Carried Over
Player 3,Cardio,2022-04-13,7,Actual
Player 3,Cardio,2022-04-14,10,Actual
Player 3,Cardio,2022-04-15,10,Actual
Player 3,Cardio,2022-04-18,7,Actual
Player 3,Cardio,2022-04-19,7,Carried Over
Player 3,Cardio,2022-04-20,7,Carried Over
Player 3,Cardio,2022-04-21,9,Actual
Player 3,Cardio,2022-04-22,9,Carried Over
Player 3,Cardio,2022-04-25,8,Actual
Player 3,Cardio,2022-04-26,4,Actual
Player 3,Cardio,2022-04-27,9,Actual
Player 3,Cardio,2022-04-28,9,Carried Over
Player 3,Cardio,2022-04-29,9,Carried Over
Player 3,Cardio,2022-05-02,9,Actual
Player 3,Cardio,2022-05-03,6,Actual
Player 3,Cardio,2022-05-04,6,Carried Over
Player 3,Cardio,2022-05-05,8,Actual
Player 3,Cardio,2022-05-06,9,Actual
Player 3,Cardio,2022-05-09,3,Actual
Player 3,Cardio,2022-05-10,3,Carried Over
Player 3,Cardio,2022-05-11,3,Carried Over
Player 3,Cardio,2022-05-12,5,Actual
Player 3,Cardio,2022-05-13,7,Actual
Player 3,Cardio,2022-05-16,3,Actual
Player 3,Cardio,2022-05-17,3,Carried Over
Player 3,Cardio,2022-05-18,3,Carried Over
Player 3,Cardio,2022-05-19,7,Actual
Player 3,Cardio,2022-05-20,3,Actual
Player 3,Cardio,2022-05-23,6,Actual
Player 3,Cardio,2022-05-24,6,Actual
Player 3,Cardio,2022-05-25,9,Actual
Player 3,Cardio,2022-05-26,9,Carried Over
Player 3,Cardio,2022-05-27,10,Actual
Player 3,Cardio,2022-05-30,7,Actual
Player 3,Cardio,2022-05-31,8,Actual
Player 3,Cardio,2022-06-01,8,Carried Over
Player 3,Cardio,2022-06-02,8,Carried Over
Player 3,Cardio,2022-06-03,8,Carried Over
Player 3,Cardio,2022-06-06,8,Carried Over
Player 3,Cardio,2022-06-07,8,Carried Over
Player 3,Cardio,2022-06-08,8,Carried Over
Player 3,Cardio,2022-06-09,8,Carried Over
Player 3,Cardio,2022-06-10,4,Actual
Player 3,Cardio,2022-06-13,5,Actual
Player 3,Cardio,2022-06-14,9,Actual
Player 3,Cardio,2022-06-15,8,Actual
Player 3,Cardio,2022-06-16,4,Actual
Player 3,Cardio,2022-06-17,4,Carried Over
Player 3,Cardio,2022-06-20,4,Actual
Player 3,Cardio,2022-06-21,4,Carried Over
Player 3,Cardio,2022-06-22,3,Actual
Player 3,Cardio,2022-06-23,3,Carried Over
Player 3,Cardio,2022-06-24,5,Actual
Player 3,Cardio,2022-06-27,5,Actual
Player 3,Cardio,2022-06-28,7,Actual
Player 3,Cardio,2022-06-29,3,Actual
Player 3,Cardio,2022-06-30,7,Actual
Player 3,Cardio,2022-07-01,7,Actual
Player 3,Cardio,2022-07-04,9,Actual
Player 3,Cardio,2022-07-05,9,Carried Over
Player 3,Cardio,2022-07-06,10,Actual
Player 3,Cardio,2022-07-07,9,Actual
Player 3,Cardio,2022-07-08,3,Actual
Player 3,Cardio,2022-07-11,7,Actual
Player 3,Cardio,2022-07-12,7,Carried Over
Player 3,Cardio,2022-07-13,9,Actual
Player 3,Cardio,2022-07-14,6,Actual
Player 3,Cardio,2022-07-15,5,Actual
Player 3,Cardio,2022-07-18,4,Actual
Player 3,Cardio,2022-07-19,4,Actual
Player 3,Cardio,2022-07-20,7,Actual
Player 3,Cardio,2022-07-21,10,Actual
Player 3,Cardio,2022-07-22,5,Actual
Player 3,Cardio,2022-07-25,5,Carried Over
Player 3,Cardio,2022-07-26,7,Actual
Player 3,Cardio,2022-07-27,8,Actual
Player 3,Cardio,2022-07-28,8,Carried Over
Player 3,Cardio,2022-07-29,9,Actual
Player 3,Strength Building,2022-01-03,9,Actual
Player 3,Strength Building,2022-01-04,5,Actual
Player 3,Strength Building,2022-01-05,5,Carried Over
Player 3,Strength Building,2022-01-06,3,Actual
Player 3,Strength Building,2022-01-07,3,Carried Over
Player 3,Strength Building,2022-01-10,10,Actual
Player 3,Strength Building,2022-01-11,9,Actual
Player 3,Strength Building,2022-01-12,4,Actual
Player 3,Strength Building,2022-01-13,10,Actual
Player 3,Strength Building,2022-01-14,10,Carried Over
Player 3,Strength Building,2022-01-17,5,Actual
Player 3,Strength Building,2022-01-18,5,Carried Over
Player 3,Strength Building,2022-01-19,7,Actual
Player 3,Strength Building,2022-01-20,7,Carried Over
Player 3,Strength Building,2022-01-21,7,Carried Over
Player 3,Strength Building,2022-01-24,3,Actual
Player 3,Strength Building,2022-01-25,3,Carried Over
Player 3,Strength Building,2022-01-26,7,Actual
Player 3,Strength Building,2022-01-27,7,Carried Over
Player 3,Strength Building,2022-01-28,8,Actual
Player 3,Strength Building,2022-01-31,5,Actual
Player 3,Strength Building,2022-02-01,3,Actual
Player 3,Strength Building,2022-02-02,3,Carried Over
Player 3,Strength Building,2022-02-03,6,Actual
Player 3,Strength Building,2022-02-04,9,Actual
Player 3,Strength Building,2022-02-07,5,Actual
Player 3,Strength Building,2022-02-08,10,Actual
Player 3,Strength Building,2022-02-09,3,Actual
Player 3,Strength Building,2022-02-10,3,Carried Over
Player 3,Strength Building,2022-02-11,4,Actual
Player 3,Strength Building,2022-02-14,8,Actual
Player 3,Strength Building,2022-02-15,4,Actual
Player 3,Strength Building,2022-02-16,7,Actual
Player 3,Strength Building,2022-02-17,8,Actual
Player 3,Strength Building,2022-02-18,8,Carried Over
Player 3,Strength Building,2022-02-21,8,Carried Over
Player 3,Strength Building,2022-02-22,4,Actual
Player 3,Strength Building,2022-02-23,4,Carried Over
Player 3,Strength Building,2022-02-24,7,Actual
Player 3,Strength Building,2022-02-25,4,Actual
Player 3,Strength Building,2022-02-28,5,Actual
Player 3,Strength Building,2022-03-01,5,Carried Over
Player 3,Strength Building,2022-03-02,7,Actual
Player 3,Strength Building,2022-03-03,7,Carried Over
Player 3,Strength Building,2022-03-04,7,Carried Over
Player 3,Strength Building,2022-03-07,7,Carried Over
Player 3,Strength Building,2022-03-08,6,Actual
Player 3,Strength Building,2022-03-09,4,Actual
Player 3,Strength Building,2022-03-10,3,Actual
Player 3,Strength Building,2022-03-11,3,Carried Over
Player 3,Strength Building,2022-03-14,8,Actual
Player 3,Strength Building,2022-03-15,5,Actual
Player 3,Strength Building,2022-03-16,6,Actual
Player 3,Strength Building,2022-03-17,6,Actual
Player 3,Strength Building,2022-03-18,3,Actual
Player 3,Strength Building,2022-03-21,7,Actual
Player 3,Strength Building,2022-03-22,7,Carried Over
Player 3,Strength Building,2022-03-23,7,Carried Over
Player 3,Strength Building,2022-03-24,8,Actual
Player 3,Strength Building,2022-03-25,8,Carried Over
Player 3,Strength Building,2022-03-28,8,Actual
Player 3,Strength Building,2022-03-29,4,Actual
Player 3,Strength Building,2022-03-30,9,Actual
Player 3,Strength Building,2022-03-31,4,Actual
Player 3,Strength Building,2022-04-01,4,Carried Over
Player 3,Strength Building,2022-04-04,9,Actual
Player 3,Strength Building,2022-04-05,6,Actual
Player 3,Strength Building,2022-04-06,7,Actual
Player 3,Strength Building,2022-04-07,9,Actual
Player 3,Strength Building,2022-04-08,3,Actual
Player 3,Strength Building,2022-04-11,5,Actual
Player 3,Strength Building,2022-04-12,5,Carried Over
Player 3,Strength Building,2022-04-13,5,Carried Over
Player 3,Strength Building,2022-04-14,5,Carried Over
Player 3,Strength Building,2022-04-15,5,Actual
Player 3,Strength Building,2022-04-18,5,Carried Over
Player 3,Strength Building,2022-04-19,10,Actual
Player 3,Strength Building,2022-04-20,10,Carried Over
Player 3,Strength Building,2022-04-21,10,Carried Over
Player 3,Strength Building,2022-04-22,4,Actual
Player 3,Strength Building,2022-04-25,3,Actual
Player 3,Strength Building,2022-04-26,6,Actual
Player 3,Strength Building,2022-04-27,4,Actual
Player 3,Strength Building,2022-04-28,10,Actual
Player 3,Strength Building,2022-04-29,3,Actual
Player 3,Strength Building,2022-05-02,8,Actual
Player 3,Strength Building,2022-05-03,8,Carried Over
Player 3,Strength Building,2022-05-04,8,Actual
Player 3,Strength Building,2022-05-05,8,Actual
Player 3,Strength Building,2022-05-06,8,Carried Over
Player 3,Strength Building,2022-05-09,10,Actual
Player 3,Strength Building,2022-05-10,4,Actual
Player 3,Strength Building,2022-05-11,5,Actual
Player 3,Strength Building,2022-05-12,9,Actual
Player 3,Strength Building,2022-05-13,7,Actual
Player 3,Strength Building,2022-05-16,4,Actual
Player 3,Strength Building,2022-05-17,4,Carried Over
Player 3,Strength Building,2022-05-18,9,Actual
Player 3,Strength Building,2022-05-19,10,Actual
Player 3,Strength Building,2022-05-20,10,Carried Over
Player 3,Strength Building,2022-05-23,9,Actual
Player 3,Strength Building,2022-05-24,9,Carried Over
Player 3,Strength Building,2022-05-25,6,Actual
Player 3,Strength Building,2022-05-26,9,Actual
Player 3,Strength Building,2022-05-27,9,Carried Over
Player 3,Strength Building,2022-05-30,8,Actual
Player 3,Strength Building,2022-05-31,8,Actual
Player 3,Strength Building,2022-06-01,8,Carried Over
Player 3,Strength Building,2022-06-02,8,Carried Over
Player 3,Strength Building,2022-06-03,8,Carried Over
Player 3,Strength Building,2022-06-06,10,Actual
Player 3,Strength Building,2022-06-07,4,Actual
Player 3,Strength Building,2022-06-08,4,Carried Over
Player 3,Strength Building,2022-06-09,4,Carried Over
Player 3,Strength Building,2022-06-10,3,Actual
Player 3,Strength Building,2022-06-13,9,Actual
Player 3,Strength Building,2022-06-14,5,Actual
Player 3,Strength Building,2022-06-15,5,Carried Over
Player 3,Strength Building,2022-06-16,7,Actual
Player 3,Strength Building,2022-06-17,7,Carried Over
Player 3,Strength Building,2022-06-20,7,Carried Over
Player 3,Strength Building,2022-06-21,9,Actual
Player 3,Strength Building,2022-06-22,9,Carried Over
Player 3,Strength Building,2022-06-23,9,Actual
Player 3,Strength Building,2022-06-24,9,Actual
Player 3,Strength Building,2022-06-27,9,Carried Over
Player 3,Strength Building,2022-06-28,9,Actual
Player 3,Strength Building,2022-06-29,9,Carried Over
Player 3,Strength Building,2022-06-30,3,Actual
Player 3,Strength Building,2022-07-01,6,Actual
Player 3,Strength Building,2022-07-04,5,Actual
Player 3,Strength Building,2022-07-05,5,Carried Over
Player 3,Strength Building,2022-07-06,7,Actual
Player 3,Strength Building,2022-07-07,8,Actual
Player 3,Strength Building,2022-07-08,8,Actual
Player 3,Strength Building,2022-07-11,7,Actual
Player 3,Strength Building,2022-07-12,6,Actual
Player 3,Strength Building,2022-07-13,8,Actual
Player 3,Strength Building,2022-07-14,8,Actual
Player 3,Strength Building,2022-07-15,8,Carried Over
Player 3,Strength Building,2022-07-18,3,Actual
Player 3,Strength Building,2022-07-19,3,Carried Over
Player 3,Strength Building,2022-07-20,3,Actual
Player 3,Strength Building,2022-07-21,6,Actual
Player 3,Strength Building,2022-07-22,6,Carried Over
Player 3,Strength Building,2022-07-25,3,Actual
Player 3,Strength Building,2022-07-26,3,Carried Over
Player 3,Strength Building,2022-07-27,10,Actual
Player 3,Strength Building,2022-07-28,9,Actual
Player 3,Strength Building,2022-07-29,6,Actual
Player 4,Agility,2022-01-03,10,Actual
Player 4,Agility,2022-01-04,10,Carried Over
Player 4,Agility,2022-01-05,10,Carried Over
Player 4,Agility,2022-01-06,10,Carried Over
Player 4,Agility,2022-01-07,4,Actual
Player 4,Agility,2022-01-10,4,Carried Over
Player 4,Agility,2022-01-11,5,Actual
Player 4,Agility,2022-01-12,7,Actual
Player 4,Agility,2022-01-13,9,Actual
Player 4,Agility,2022-01-14,7,Actual
Player 4,Agility,2022-01-17,7,Carried Over
Player 4,Agility,2022-01-18,7,Carried Over
Player 4,Agility,2022-01-19,4,Actual
Player 4,Agility,2022-01-20,6,Actual
Player 4,Agility,2022-01-21,10,Actual
Player 4,Agility,2022-01-24,10,Carried Over
Player 4,Agility,2022-01-25,3,Actual
Player 4,Agility,2022-01-26,7,Actual
Player 4,Agility,2022-01-27,5,Actual
Player 4,Agility,2022-01-28,5,Carried Over
Player 4,Agility,2022-01-31,6,Actual
Player 4,Agility,2022-02-01,6,Actual
Player 4,Agility,2022-02-02,9,Actual
Player 4,Agility,2022-02-03,9,Carried Over
Player 4,Agility,2022-02-04,4,Actual
Player 4,Agility,2022-02-07,7,Actual
Player 4,Agility,2022-02-08,7,Carried Over
Player 4,Agility,2022-02-09,5,Actual
Player 4,Agility,2022-02-10,8,Actual
Player 4,Agility,2022-02-11,6,Actual
Player 4,Agility,2022-02-14,4,Actual
Player 4,Agility,2022-02-15,4,Carried Over
Player 4,Agility,2022-02-16,3,Actual
Player 4,Agility,2022-02-17,9,Actual
Player 4,Agility,2022-02-18,9,Carried Over
Player 4,Agility,2022-02-21,10,Actual
Player 4,Agility,2022-02-22,7,Actual
Player 4,Agility,2022-02-23,7,Carried Over
Player 4,Agility,2022-02-24,7,Actual
Player 4,Agility,2022-02-25,7,Carried Over
Player 4,Agility,2022-02-28,7,Carried Over
Player 4,Agility,2022-03-01,7,Carried Over
Player 4,Agility,2022-03-02,7,Carried Over
Player 4,Agility,2022-03-03,7,Carried Over
Player 4,Agility,2022-03-04,8,Actual
Player 4,Agility,2022-03-07,4,Actual
Player 4,Agility,2022-03-08,10,Actual
Player 4,Agility,2022-03-09,7,Actual
Player 4,Agility,2022-03-10,6,Actual
Player 4,Agility,2022-03-11,9,Actual
Player 4,Agility,2022-03-14,9,Actual
Player 4,Agility,2022-03-15,9,Actual
Player 4,Agility,2022-03-16,9,Carried Over
Player 4,Agility,2022-03-17,8,Actual
Player 4,Agility,2022-03-18,10,Actual
Player 4,Agility,2022-03-21,10,Actual
Player 4,Agility,2022-03-22,8,Actual
Player 4,Agility,2022-03-23,5,Actual
Player 4,Agility,2022-03-24,5,Carried Over
Player 4,Agility,2022-03-25,5,Carried Over
Player 4,Agility,2022-03-28,9,Actual
Player 4,Agility,2022-03-29,8,Actual
Player 4,Agility,2022-03-30,5,Actual
Player 4,Agility,2022-03-31,6,Actual
Player 4,Agility,2022-04-01,6,Carried Over
Player 4,Agility,2022-04-04,7,Actual
Player 4,Agility,2022-04-05,5,Actual
Player 4,Agility,2022-04-06,7,Actual
Player 4,Agility,2022-04-07,7,Carried Over
Player 4,Agility,2022-04-08,8,Actual
Player 4,Agility,2022-04-11,7,Actual
Player 4,Agility,2022-04-12,7,Carried Over
Player 4,Agility,2022-04-13,6,Actual
Player 4,Agility,2022-04-14,10,Actual
Player 4,Agility,2022-04-15,10,Carried Over
Player 4,Agility,2022-04-18,8,Actual
Player 4,Agility,2022-04-19,8,Carried Over
Player 4,Agility,2022-04-20,8,Carried Over
Player 4,Agility,2022-04-21,4,Actual
Player 4,Agility,2022-04-22,4,Carried Over
Player 4,Agility,2022-04-25,8,Actual
Player 4,Agility,2022-04-26,8,Carried Over
Player 4,Agility,2022-04-27,8,Carried Over
Player 4,Agility,2022-04-28,8,Carried Over
Player 4,Agility,2022-04-29,4,Actual
Player 4,Agility,2022-05-02,3,Actual
Player 4,Agility,2022-05-03,4,Actual
Player 4,Agility,2022-05-04,10,Actual
Player 4,Agility,2022-05-05,10,Carried Over
Player 4,Agility,2022-05-06,8,Actual
Player 4,Agility,2022-05-09,7,Actual
Player 4,Agility,2022-05-10,7,Actual
Player 4,Agility,2022-05-11,7,Carried Over
Player 4,Agility,2022-05-12,7,Carried Over
Player 4,Agility,2022-05-13,5,Actual
Player 4,Agility,2022-05-16,10,Actual
Player 4,Agility,2022-05-17,10,Carried Over
Player 4,Agility,2022-05-18,10,Actual
Player 4,Agility,2022-05-19,5,Actual
Player 4,Agility,2022-05-20,5,Carried Over
Player 4,Agility,2022-05-23,5,Carried Over
Player 4,Agility,2022-05-24,5,Carried Over
Player 4,Agility,2022-05-25,5,Actual
Player 4,Agility,2022-05-26,5,Actual
Player 4,Agility,2022-05-27,5,Carried Over
Player 4,Agility,2022-05-30,8,Actual
Player 4,Agility,2022-05-31,8,Carried Over
Player 4,Agility,2022-06-01,8,Carried Over
Player 4,Agility,2022-06-02,8,Carried Over
Player 4,Agility,2022-06-03,8,Carried Over
Player 4,Agility,2022-06-06,7,Actual
Player 4,Agility,2022-06-07,4,Actual
Player 4,Agility,2022-06-08,4,Carried Over
Player 4,Agility,2022-06-09,8,Actual
Player 4,Agility,2022-06-10,8,Carried Over
Player 4,Agility,2022-06-13,8,Carried Over
Player 4,Agility,2022-06-14,8,Actual
Player 4,Agility,2022-06-15,7,Actual
Player 4,Agility,2022-06-16,10,Actual
Player 4,Agility,2022-06-17,6,Actual
Player 4,Agility,2022-06-20,6,Carried Over
Player 4,Agility,2022-06-21,4,Actual
